id,sectors
275,"{'International Development': 1, 'Environment': 1, 'Science and Technology': 1, 'Energy': 1, 'Small Business': 1, 'Climate': 1}"
276,"{'Economic Development': 4, 'Climate': 4, 'Energy': 4, 'Environment': 4}"
277,"{'Science and Technology': 13, 'International Relations': 16, 'International Trade': 10, 'Environment': 3, 'Employment and Training': 10, 'Education': 23, 'Infrastructure': 8, 'Research and Development': 3, 'International Development': 1, 'Transportation': 6, 'Security': 1, 'Health': 1, 'Energy': 10, 'Budget': 4, 'Climate': 1, 'Sports': 1}"
278,"{'Aboriginal Affairs': 55, 'Energy': 29, 'Transportation': 48, 'Economic Development': 35, 'Environment': 17, 'Climate': 2, 'Infrastructure': 1}"
279,"{'Energy': 6, 'Industry': 4, 'Economic Development': 3, 'Climate': 3, 'Environment': 4, 'Infrastructure': 2, 'Regional Development': 3, 'Taxation and Finance': 3}"
280,"{'Industry': 36, 'Economic Development': 35, 'Sciences et technologies': 17, 'Commerce international': 33, 'Recherche et développement': 30, 'Environnement': 18, 'Infrastructure': 4, 'Climate': 1, 'Budget': 5, 'Taxation and Finance': 5}"
281,"{'Industry': 7, 'Environment': 14, 'Energy': 8, 'Aboriginal Affairs': 11, 'Regional Development': 7, 'Economic Development': 13, 'Science and Technology': 5, 'Employment and Training': 9, 'Mining': 15, 'International Trade': 7, 'Transportation': 3, 'Research and Development': 6, 'Climate': 8, 'International Development': 1}"
282,"{'Research and Development': 15, 'Science and Technology': 15, 'Intellectual Property': 10, 'Energy': 15, 'International Trade': 9, 'Industry': 15, 'Environment': 13, 'Climate': 13, 'Economic Development': 14, 'Regional Development': 12, 'Aboriginal Affairs': 12}"
283,"{'Forestry': 11, 'Climate': 8, 'Environment': 4, 'Industry': 6, 'Research and Development': 1, 'Economic Development': 5, 'Science and Technology': 4}"
284,"{'Climate': 34, 'Environment': 34, 'Economic Development': 35, 'Energy': 33, 'Municipalities': 34}"
287,"{'Economic Development': 42, 'Energy': 16, 'Environment': 22, 'Regional Development': 10, 'Industry': 31, 'International Trade': 8, 'Taxation and Finance': 14, 'Transportation': 3, 'Climate': 3, 'Science and Technology': 5}"
288,"{'Environnement': 2, 'Climat': 2}"
289,"{'International Relations': 19, 'International Development': 33, 'Health': 14, 'Budget': 9, 'Economic Development': 8, 'Financial Institutions': 1, 'Defence': 3, 'Climate': 1}"
290,"{'Sciences et technologies': 2, 'Environnement': 7, 'Énergie': 8, 'Climat': 7, 'Government Procurement': 1, 'Développement économique': 3, 'Institutions financières': 1}"
291,"{'Housing': 5, 'Budget': 4, 'Economic Development': 2, 'Infrastructure': 4, 'Taxation and Finance': 2, 'Municipalities': 1, 'Climate': 1, 'Aboriginal Affairs': 1}"
292,"{'Economic Development': 31, 'Budget': 4, 'Immigration': 2, 'Climate': 2, 'Regional Development': 1, 'Energy': 1, 'Environment': 1, 'Research and Development': 1, 'Science and Technology': 3, 'Small Business': 2, 'Employment and Training': 2, 'International Trade': 2, 'Taxation and Finance': 2, 'Intellectual Property': 1}"
293,"{'Aboriginal Affairs': 2, 'Employment and Training': 2, 'Economic Development': 3, 'Industry': 2, 'Environment': 1, 'Climate': 1, 'International Trade': 3, 'Mining': 3}"
294,"{'Environment': 52, 'Energy': 48, 'Climate': 49, 'Aboriginal Affairs': 34, 'Fisheries': 25, 'Health': 4}"
295,"{'Climate': 12, 'Economic Development': 12, 'Environment': 12}"
296,"{'Environment': 62, 'Energy': 7, 'Climate': 8, 'Infrastructure': 3, 'Constitutional Issues': 7, 'Transportation': 4, 'Fisheries': 5, 'Justice and Law Enforcement': 2, 'Aboriginal Affairs': 10, 'Budget': 6, 'Science and Technology': 2}"
297,"{'Transportation': 6, 'Agriculture': 9, 'Climate': 3, 'Environment': 3}"
298,"{'Agriculture': 1, 'Environment': 1, 'Climate': 1, 'Health': 1, 'Economic Development': 1}"
300,"{'Energy': 31, 'Economic Development': 28, 'Environment': 31, 'Climate': 29, 'Government Procurement': 29, 'Budget': 26, 'Industry': 30, 'Aboriginal Affairs': 22, 'Infrastructure': 30, 'International Trade': 25, 'Regional Development': 25, 'Research and Development': 25, 'Small Business': 25, 'Taxation and Finance': 27}"
301,"{'Climate': 7, 'Environment': 7, 'Research and Development': 7, 'Economic Development': 9, 'Regional Development': 8, 'Forestry': 10, 'Labour': 2, 'Employment and Training': 2, 'International Trade': 4, 'Financial Institutions': 2}"
302,"{'Energy': 73, 'Economic Development': 72, 'Environment': 73, 'Climate': 73, 'Forestry': 72, 'Agriculture': 72, 'Industry': 72, 'Science and Technology': 72, 'Transportation': 73, 'International Trade': 11, 'Government Procurement': 11, 'Taxation and Finance': 11}"
303,"{'Climate': 1, 'Energy': 2, 'Infrastructure': 2}"
304,"{'Développement international': 5, 'Commerce international': 5, 'Environnement': 5, 'Climat': 5, 'Foresterie': 6, 'Recherche et développement': 1}"
307,"{'Transportation': 73, 'Infrastructure': 50, 'Environment': 72, 'Energy': 54, 'Climate': 70, 'Economic Development': 5, 'Industry': 12, 'Science and Technology': 9, 'Tourism': 3, 'Mining': 1, 'Municipalities': 1}"
308,"{'Infrastructure': 4, 'Climate': 2, 'Budget': 2, 'Forestry': 2, 'Science and Technology': 2}"
309,"{'Research and Development': 3, 'Environment': 7, 'Economic Development': 2, 'Climate': 1, 'Mining': 1, 'Science and Technology': 4, 'Industry': 1}"
310,"{'Climate': 13, 'Employment and Training': 2, 'Environment': 11, 'Research and Development': 3, 'Economic Development': 8, 'Regional Development': 3, 'Energy': 1}"
311,"{'Environment': 4, 'Climate': 3, 'Infrastructure': 3, 'Transportation': 3}"
312,"{'Economic Development': 1, 'Environment': 13, 'Climate': 15, 'International Development': 17, 'International Relations': 10, 'Research and Development': 13, 'Energy': 5, 'Science and Technology': 1}"
313,"{'Employment and Training': 2, 'Economic Development': 2, 'Government Procurement': 2, 'Climate': 1, 'Infrastructure': 2, 'Budget': 2, 'Labour': 2, 'Transportation': 1, 'Education': 1}"
314,"{'Small Business': 8, 'Consumer Issues': 14, 'Financial Institutions': 13, 'Privacy and Access to Information': 1, 'Climate': 1}"
315,"{'International Trade': 10, 'Energy': 17, 'Industry': 6, 'Environment': 4, 'Health': 2, 'Climate': 1}"
316,"{'Climate': 21, 'Transportation': 13, 'Economic Development': 6, 'Research and Development': 5, 'Energy': 15, 'International Trade': 3, 'Consumer Issues': 14, 'Environment': 1, 'Internal Trade': 1, 'Industry': 1, 'Budget': 9}"
317,"{'Research and Development': 10, 'Industry': 11, 'Science and Technology': 10, 'Energy': 10, 'Environment': 10, 'Economic Development': 7, 'Budget': 7, 'Climate': 7, 'Agriculture': 5, 'Consumer Issues': 6}"
318,"{'Environment': 25, 'Energy': 26, 'Infrastructure': 24, 'Economic Development': 24, 'Climate': 17, 'Aboriginal Affairs': 13, 'Science and Technology': 13, 'Government Procurement': 13, 'Agriculture': 8, 'Industry': 15, 'International Trade': 11, 'Transportation': 8}"
319,"{'Energy': 3, 'Climate': 3, 'Environment': 3}"
320,"{'Climate': 1, 'Infrastructure': 1, 'Regional Development': 1, 'Transportation': 1, 'Tourism': 1}"
321,"{'Energy': 1, 'Climate': 1, 'Environment': 1}"
322,"{'Energy': 14, 'Climate': 20, 'Industry': 11, 'Science and Technology': 4, 'Environment': 13, 'Taxation and Finance': 4, 'Transportation': 6, 'Consumer Issues': 11, 'Budget': 5}"
323,"{'Energy': 26, 'Environment': 22, 'Infrastructure': 2, 'Economic Development': 4, 'Climate': 3, 'Regional Development': 4}"
324,"{'Transportation': 5, 'Energy': 56, 'Climate': 67, 'Environment': 16, 'Health': 5, 'Economic Development': 4, 'Agriculture': 16, 'Infrastructure': 2, 'Small Business': 21, 'Taxation and Finance': 4}"
325,"{'Energy': 20, 'Transportation': 23, 'Environment': 19, 'Economic Development': 1, 'Health': 3, 'Consumer Issues': 5, 'Climate': 1}"
326,"{'Government Procurement': 1, 'Environment': 1, 'Infrastructure': 1, 'Climate': 1, 'Municipalities': 1, 'Industry': 1, 'Economic Development': 1}"
327,"{'Economic Development': 2, 'Energy': 2, 'Health': 1, 'Research and Development': 2, 'Science and Technology': 2, 'Climate': 1}"
328,"{'Energy': 5, 'Economic Development': 5, 'Industry': 5, 'Climate': 4, 'Environment': 1}"
329,"{'Agriculture': 3, 'Climate': 3, 'Economic Development': 3, 'Transportation': 2, 'Energy': 3, 'Environment': 2, 'International Trade': 2}"
330,"{'Climate': 1, 'Energy': 1, 'Environment': 1, 'Industry': 1}"
331,"{'Climate': 19, 'Science and Technology': 23, 'Budget': 11, 'Research and Development': 9, 'Privacy and Access to Information': 1, 'Environment': 1}"
332,"{'Climate': 1, 'Transportation': 1}"
333,"{'Energy': 3, 'Climate': 3, 'Environment': 2, 'Aboriginal Affairs': 2}"
334,"{'Energy': 1, 'Climate': 1, 'Environment': 1}"
335,"{'Energy': 16, 'Climate': 21, 'Environment': 18, 'Taxation and Finance': 15, 'International Trade': 12}"
336,"{'Taxation and Finance': 415, 'Education': 51, 'Small Business': 5, 'International Trade': 16, 'Immigration': 5, 'Consumer Issues': 7, 'Industry': 8, 'Environment': 13, 'Budget': 8, 'Employment and Training': 9, 'Climate': 1, 'Economic Development': 12, 'Internal Trade': 1, 'Privacy and Access to Information': 12, 'Labour': 1, 'Capital Markets': 5, 'Corporate Governance': 2, 'Funding': 1}"
337,"{'Climate': 21, 'Energy': 21, 'Science and Technology': 18, 'Research and Development': 18}"
338,"{'Environment': 11, 'Aboriginal Affairs': 11, 'Energy': 3, 'Climate': 1}"
339,"{'Research and Development': 4, 'Energy': 2, 'Climate': 1, 'Economic Development': 4}"
340,"{'Immigration': 8, 'Arts and Culture': 26, 'Employment and Training': 11, 'Broadcasting': 8, 'Taxation and Finance': 4, 'Economic Development': 1, 'Climate': 1, 'Intellectual Property': 3}"
341,"{'Economic Development': 3, 'Environment': 17, 'Climate': 2, 'International Trade': 2}"
342,"{'International Trade': 3, 'Industry': 5, 'Pensions': 3, 'Arts and Culture': 9, 'Employment and Training': 10, 'Broadcasting': 4, 'Taxation and Finance': 2, 'Immigration': 7, 'Intellectual Property': 9, 'Climate': 1, 'Labour': 2}"
343,"{'Industry': 19, 'Government Procurement': 12, 'Employment and Training': 2, 'Immigration': 1, 'Aboriginal Affairs': 1, 'Budget': 5, 'Economic Development': 5, 'Environment': 2, 'Climate': 1}"
344,"{'Infrastructure': 1, 'Industry': 1, 'Government Procurement': 1, 'Environment': 1, 'Energy': 1, 'Climate': 1, 'Aboriginal Affairs': 1}"
345,"{'Agriculture': 36, 'International Trade': 14, 'Transportation': 5, 'Climate': 8, 'Taxation and Finance': 3, 'Environment': 6, 'Health': 4, 'Research and Development': 2, 'Budget': 1}"
346,"{'Environment': 3, 'Climate': 1, 'Transportation': 3}"
347,"{'Economic Development': 3, 'Climate': 3, 'Environment': 3, 'Municipalities': 3, 'Science and Technology': 3, 'Transportation': 4}"
348,"{'Energy': 2, 'Climate': 2}"
349,"{'Employment and Training': 6, 'Economic Development': 8, 'Regional Development': 6, 'Aboriginal Affairs': 7, 'Environment': 2, 'Infrastructure': 6, 'Budget': 2, 'Government Procurement': 2, 'Small Business': 4, 'Industry': 2, 'Labour': 1, 'Mining': 1, 'Municipalities': 3, 'Energy': 1, 'Climate': 1}"
350,"{'Justice et application des lois': 19, 'Environnement': 29, 'Climat': 4}"
351,"{'Transportation': 15, 'Climate': 15, 'Énergie': 16, 'Science and Technology': 1}"
352,"{'Industry': 8, 'Economic Development': 5, 'Climate': 5, 'Employment and Training': 5, 'International Relations': 5, 'Science and Technology': 5, 'International Development': 4}"
353,"{'Aboriginal Affairs': 109, 'Budget': 35, 'Education': 81, 'Research and Development': 90, 'Employment and Training': 12, 'Economic Development': 17, 'Justice and Law Enforcement': 5, 'Agriculture': 31, 'Infrastructure': 57, 'Regional Development': 8, 'Health': 15, 'Industry': 11, 'Environment': 4, 'Science and Technology': 36, 'International Trade': 4, 'Sports': 3, 'Official Languages': 1, 'International Relations': 8, 'Intellectual Property': 3, 'Consumer Issues': 1, 'Centre of Excellence': 9, 'Knowledge Infrastructure Program (KIP)': 2, 'Introductory Meeting': 8, 'UArctic': 7, 'Federal Funding Announcement': 1, 'Courtesy Call': 1, 'Pre-budget hearings': 1, 'Telephone Call re: Convocation': 1, 'Knowledge INfrastructure Program': 1, 'University of Manitoba  Agriculture Research': 1, 'Knowledge Infrastructure Program': 1, 'University of Manitoba Agriculture Research': 1, 'Champions Program': 1, 'Funding for Mauro Centre': 1, 'Immigration': 1, 'Department Champions Program': 1, 'KIP': 1, 'Discussion of Commercialization of University Research': 1, 'Technology transfer initiatives at the University of Manitoba': 1, 'Agriculture Bioproducts Innovation Program': 1, 'HIV/AIDS prevention projects around the world': 1, 'Pensions': 1, 'North 2 North Program (student exchange)': 1, 'International Development': 3, 'Climate': 1}"
354,"{'Industry': 2, 'Government Procurement': 2, 'Science and Technology': 3, 'Defence': 2, 'Climate': 3, 'Aboriginal Affairs': 2, 'Energy': 2}"
355,"{'Environment': 14, 'Climate': 5, 'Energy': 8}"
356,"{'Environment': 12, 'Economic Development': 17, 'Infrastructure': 14, 'Energy': 4, 'Climate': 1, 'Regional Development': 4, 'International Trade': 23, 'International Relations': 1, 'Industry': 5, 'Transportation': 20, 'Fisheries': 4}"
357,"{'Climate': 7, 'Energy': 7, 'Environment': 7, 'Economic Development': 7}"
358,"{'International Trade': 2, 'Forestry': 11, 'Fisheries': 9, 'Environment': 5, 'Internal Trade': 2, 'Climate': 3, 'Aboriginal Affairs': 1}"
359,"{'Industry': 1, 'Economic Development': 1, 'Research and Development': 1, 'Climate': 1}"
360,"{'Economic Development': 5, 'Aboriginal Affairs': 8, 'Energy': 5, 'Environment': 4, 'Mining': 7, 'Infrastructure': 2, 'Employment and Training': 1, 'Climate': 3, 'Health': 2, 'Education': 2}"
361,"{'Economic Development': 21, 'Climate': 21, 'Employment and Training': 20, 'Energy': 21, 'Research and Development': 20, 'Industry': 1}"
362,"{'Energy': 2, 'Industry': 4, 'Science and Technology': 2, 'Environment': 2, 'Research and Development': 1, 'Government Procurement': 1, 'Forestry': 1, 'Climate': 1, 'Agriculture': 1}"
363,"{'Economic Development': 14, 'Mining': 22, 'Regional Development': 5, 'Industry': 21, 'Climate': 1}"
365,"{'Economic Development': 6, 'Education': 6, 'Infrastructure': 8, 'Employment and Training': 3, 'Energy': 2, 'Climate': 1, 'Environment': 1, 'Budget': 1, 'Regional Development': 1, 'Research and Development': 1}"
366,"{'International Development': 6, 'Energy': 6, 'Industry': 7, 'Economic Development': 7, 'International Relations': 5, 'International Trade': 6, 'Climate': 6}"
367,"{'Climate': 5, 'Budget': 5, 'Infrastructure': 2, 'Municipalities': 5, 'Economic Development': 2}"
368,"{'Security': 1, 'Telecommunications': 1, 'Climate': 1, 'Research and Development': 1, 'Economic Development': 1}"
369,"{'Economic Development': 10, 'Defence': 10, 'Energy': 10, 'Climate': 10, 'Environment': 10, 'Government Procurement': 10, 'Industry': 10, 'Infrastructure': 10, 'International Trade': 10, 'Municipalities': 9, 'Regional Development': 9, 'Taxation and Finance': 9, 'Agriculture': 1}"
370,"{'Housing': 1, 'Aboriginal Affairs': 6, 'Infrastructure': 1, 'Economic Development': 1, 'Agriculture': 1, 'Environment': 3, 'Climate': 1}"
371,"{'Climate': 8, 'Energy': 8, 'Environment': 8, 'Transportation': 8}"
372,"{'Energy': 18, 'Industry': 10, 'Economic Development': 11, 'Science and Technology': 1, 'International Trade': 1, 'Transportation': 1, 'Climate': 3, 'Environment': 7, 'Fisheries': 4, 'Budget': 2, 'Aboriginal Affairs': 1}"
373,"{'Employment and Training': 13, 'Education': 15, 'Research and Development': 6, 'Science and Technology': 12, 'Immigration': 9, 'Economic Development': 14, 'Small Business': 5, 'Budget': 8, 'Intellectual Property': 6, 'Environment': 6, 'Climate': 1, 'Regional Development': 1, 'Official Languages': 1}"
374,"{'Industry': 36, 'International Trade': 106, 'Environment': 17, 'Economic Development': 12, 'Climate': 1}"
375,"{'Industry': 15, 'Energy': 22, 'Climate': 10, 'International Trade': 10, 'Employment and Training': 12, 'Environment': 10, 'Infrastructure': 10, 'Government Procurement': 9, 'Aboriginal Affairs': 1, 'Taxation and Finance': 4}"
376,"{'International Relations': 5, 'International Development': 6, 'International Trade': 6, 'Energy': 1, 'Climate': 1, 'Economic Development': 1, 'Defence': 1}"
377,"{'Labour': 1, 'International Development': 1, 'Climate': 1, 'Taxation and Finance': 1, 'Immigration': 1, 'Agriculture': 1, 'Defence': 1, 'Budget': 1, 'Environment': 1, 'Economic Development': 1, 'International Trade': 1, 'Aboriginal Affairs': 1, 'International Relations': 1, 'Financial Institutions': 1, 'Health': 1}"
378,"{'Industry': 44, 'Science and Technology': 69, 'Research and Development': 73, 'Education': 42, 'Infrastructure': 27, 'Employment and Training': 46, 'Transportation': 14, 'Environment': 12, 'Budget': 5, 'International Development': 11, 'Climate': 1, 'Health': 8, 'Economic Development': 15, 'Intellectual Property': 1, 'Official Languages': 2, 'International Relations': 9, 'Arts and Culture': 2, 'Aboriginal Affairs': 3, 'Immigration': 1, 'Agriculture': 1, 'Fisheries': 1, 'International Trade': 2}"
379,"{'Industry': 2, 'Environment': 2, 'Economic Development': 2, 'Climate': 2}"
380,"{'Aboriginal Affairs': 6, 'Energy': 6, 'Economic Development': 5, 'Environment': 3, 'Infrastructure': 5, 'Science and Technology': 4, 'Fisheries': 1, 'Climate': 1}"
381,"{'Energy': 22, 'Aboriginal Affairs': 12, 'Environment': 22, 'International Trade': 9, 'Economic Development': 9, 'Infrastructure': 8, 'Regional Development': 9, 'Climate': 9, 'Industry': 5, 'Forestry': 6, 'International Development': 1}"
384,"{'Energy': 1, 'Climate': 1, 'Environment': 1, 'Industry': 1, 'International Trade': 1, 'Taxation and Finance': 1}"
385,"{'Government Procurement': 4, 'Environment': 3, 'Energy': 4, 'Climate': 3}"
386,"{'Health': 2, 'Climate': 1}"
387,"{'Tourism': 1, 'Economic Development': 5, 'Climate': 4, 'Environment': 1, 'Science and Technology': 2, 'Arts and Culture': 3}"
388,"{'Climate': 1, 'Energy': 1}"
389,"{'Climate': 4, 'Environment': 4, 'Tourism': 4, 'Economic Development': 4, 'Science and Technology': 1, 'Arts and Culture': 2}"
390,"{'Climate': 11, 'Economic Development': 11, 'Employment and Training': 11, 'Energy': 11, 'Environment': 11, 'Fisheries': 11, 'Industry': 11, 'Infrastructure': 11, 'Transportation': 11}"
391,"{'Environment': 10, 'Climate': 2, 'International Trade': 11, 'Mining': 7, 'Agriculture': 24, 'Taxation and Finance': 1, 'Transportation': 2}"
392,"{'Government Procurement': 4, 'Environment': 4, 'Energy': 4, 'Climate': 1}"
393,"{'Environment': 3, 'Climate': 3, 'International Development': 3}"
394,"{'Aboriginal Affairs': 12, 'Climate': 6, 'Economic Development': 4, 'Justice and Law Enforcement': 1, 'Employment and Training': 2, 'Environment': 5, 'Housing': 1}"
395,"{'Industry': 1, 'Infrastructure': 1, 'Taxation and Finance': 1, 'Environment': 1, 'Energy': 1, 'Climate': 1, 'Research and Development': 1, 'International Development': 1, 'Economic Development': 1}"
396,"{'Energy': 6, 'Economic Development': 6, 'Environment': 6, 'Climate': 6, 'Financial Institutions': 6, 'Industry': 6, 'Transportation': 6}"
397,"{'Research and Development': 3, 'Science and Technology': 3, 'Infrastructure': 3, 'Environment': 4, 'Economic Development': 5, 'Climate': 4, 'Industry': 4, 'Energy': 4, 'Regional Development': 1}"
398,"{'Environment': 11, 'International Trade': 25, 'Climate': 8, 'Industry': 8, 'Science and Technology': 8, 'Transportation': 1}"
399,"{'Science and Technology': 2, 'Regional Development': 4, 'Small Business': 4, 'Industry': 4, 'Health': 4, 'Environment': 4, 'Economic Development': 4, 'Climate': 4, 'Agriculture': 4}"
400,"{'Aboriginal Affairs': 6, 'Climate': 4, 'Environment': 3, 'Infrastructure': 1}"
401,"{'Tourism': 4, 'Taxation and Finance': 3, 'Small Business': 4, 'Industry': 4, 'Economic Development': 4, 'Climate': 2, 'Environment': 2, 'Infrastructure': 2, 'Elections': 2, 'Justice and Law Enforcement': 1}"
402,"{'International Relations': 2, 'Labour': 40, 'Transportation': 4, 'Internal Trade': 1, 'Infrastructure': 3, 'Health': 31, 'International Trade': 12, 'Pensions': 3, 'Climate': 1, 'Environment': 2, 'Education': 2, 'Economic Development': 1, 'Financial Institutions': 1, 'Energy': 1, 'Aboriginal Affairs': 1}"
403,"{'Climate': 11, 'Energy': 11}"
405,"{'Research and Development': 1, 'Health': 2, 'International Development': 2, 'Climate': 1}"
407,"{'Housing': 2, 'Climate': 1, 'Taxation and Finance': 1}"
408,"{'Climate': 1, 'Environment': 1, 'Consumer Issues': 1}"
409,"{'Energy': 4, 'Climate': 4}"
410,"{'Energy': 18, 'Economic Development': 9, 'Aboriginal Affairs': 5, 'Science and Technology': 10, 'Research and Development': 13, 'Budget': 4, 'Climate': 10, 'International Relations': 5, 'Industry': 3, 'Infrastructure': 4, 'Regional Development': 5}"
411,"{'Energy': 3, 'Economic Development': 1, 'Environment': 3, 'Climate': 1, 'Forestry': 1, 'Aboriginal Affairs': 1, 'Industry': 1, 'Infrastructure': 1, 'International Trade': 1, 'Regional Development': 1}"
412,"{'Infrastructure': 8, 'Industry': 7, 'Environment': 7, 'Energy': 7, 'Regional Development': 7, 'Economic Development': 7, 'Telecommunications': 7, 'Climate': 7, 'Aboriginal Affairs': 7}"
413,"{'Climate': 1, 'Environment': 1}"
414,"{'Industry': 107, 'Science and Technology': 41, 'Security': 18, 'Employment and Training': 10, 'Education': 14, 'Labour': 1, 'Government Procurement': 44, 'Telecommunications': 1, 'Privacy and Access to Information': 6, 'International Trade': 1, 'Immigration': 15, 'Elections': 4, 'Small Business': 7, 'Climate': 3, 'Environment': 3, 'Economic Development': 13, 'Justice and Law Enforcement': 4, 'Intellectual Property': 6}"
415,"{'Economic Development': 3, 'Climate': 2}"
